COUNTY,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
Abbeville,79.41333333,77.60666667,33.12833333,64.54833333,73.05166667
Acadia,79.79833333,76.74166667,31.37666667,70.23,73.97333333
Accomack,65.4725,64.54375,59.9075,65.0025,69.8125
Ada,33.64152542,36.65135593,34.08898305,44.00457627,32.95542373
Adair,69.29954545,57.12045455,26.17136364,52.68318182,55.66
Adams,51.97189189,53.5447027,49.88140541,47.69151351,50.68308108
Addison,32.05,48.845,12.769,45.97,30.352
Aiken,60.23,61.0271875,44.0646875,49.203125,56.41
Aitkin,52.06666667,64.00833333,10.62,49.59666667,44.82166667
Alachua,54.01410714,32.58571429,49.4625,55.91142857,47.04892857
Alamance,55.74,63.96194444,50.81916667,56.40194444,58.27944444
Alameda,37.32575,26.08733333,78.80988889,59.40263889,48.39108333
Alamosa,70.1925,68.0325,71.4925,71.3,79.1775
Albany,38.52388235,32.80670588,43.45058824,48.65258824,37.37952941
Albemarle,31.29727273,29.40590909,43.87,46.51636364,32.66318182
Alcona,66.912,58.938,8.742,45.694,47.628
Alcorn,74.49714286,80.73142857,28.78571429,48.65285714,63.84714286
Aleutians East,48.08,9.91,92.41,95.73,70.48
Aleutians West,30.715,24.78,81.64,92.01,61.745
Alexander,71.90272727,70.76090909,26.62727273,53.80454545,62.21727273
Alexandria City,20.16131579,13.61263158,59.78026316,49.15526316,27.56289474
Alfalfa,39.09,67.37666667,32.42,56.65333333,47.73666667
Alger,59.99666667,48.50666667,26.81,71.47666667,57.12666667
Allamakee,38.126,42.16,20.2,69.256,41.634
Allegan,38.71958333,44.86416667,23.88291667,50.405,37.74375
Allegany,61.62657143,63.65416667,16.43666667,56.84611111,54.33428571
Alleghany,62.99555556,66.88111111,18.47444444,53.54444444,53.91777778
Allegheny,39.53276923,45.63629442,30.51741772,40.43522843,36.01782051
Allen,54.90034722,62.11937931,34.48206897,42.39082759,49.28201389
Allendale,82.7,63.5,53.05666667,76.44,79.13
Alpena,55.72333333,73.38111111,12.34555556,52.70111111,50.28777778
Alpine,73.18,77.63,46.77,90.54,81.97
Amador,49.79888889,56.79444444,37.39222222,56.69444444,51.41777778
Amelia,48.915,56.795,39.655,67.1,56.06
Amherst,63.09777778,53.57444444,30.38555556,42.89666667,51.11555556
Amite,81.77333333,81.28,34.88333333,56.76,73.42
Anchorage,33.35509091,36.05436364,57.37745455,62.48381818,46.43145455
Anderson,59.28202703,69.36689189,31.55310811,51.8422973,54.91513514
Andrew,39.71,61.5425,4,39.67,31.3625
Andrews,51.38,29.705,80.505,53.4175,55.2675
Androscoggin,48.97785714,69.67035714,23.9825,58.69642857,51.79535714
Angelina,72.26176471,84.13705882,58.63411765,66.45882353,77.46
Anne Arundel,27.00656863,35.19598039,41.54048077,31.21588235,26.96823529
Anoka,25.82313253,39.09951807,37.80650602,38.83927711,30.3646988
Anson,80.61833333,67.59,51.73,64.44333333,75.79833333
Antelope,37.03,70.17,20.09666667,33.80666667,35.04333333
Antrim,43.35142857,52.06571429,15.98,46.79285714,37.71571429
Apache,86.7575,70.2325,80.420625,82.595,89.10125
Appanoose,54.106,74.002,9.454,56.706,49.84
Appling,78.226,81.696,48.822,70.458,78.302
Appomattox,53.66333333,74.02666667,28.79333333,42.59333333,50.02333333
Aransas,55.258,68.812,46.608,70.11,63.708
Arapahoe,31.24095238,31.65204082,56.50612245,35.66734694,32.92857143
Archer,35.80666667,60.83666667,23.28,40.49666667,36.26333333
Archuleta,41.885,50.125,37.345,47.7975,42.82
Arenac,74.602,73.556,13.802,59.32,62.406
Arkansas,66.11875,78.73625,22.88,54.86625,60.9475
Arlington,14.32192982,10.31152542,57.39694915,49.60169492,21.34982456
Armstrong,54.5075,68.4945,10.3085,52.1345,47.291
Aroostook,61.39625,74.54333333,17.05291667,64.72333333,59.3225
Arthur,28.76,56.28,4.39,4.25,8.75
Ascension,50.41785714,60.34357143,44.70285714,44.97214286,49.14642857
Ashe,63.60833333,66.73,19.26833333,57.29333333,55.82333333
Ashland,52.56888889,66.16833333,15.935,58.43111111,49.56722222
Ashley,72.70285714,81.54142857,42.56285714,48.72714286,68.30428571
Ashtabula,69.6348,71.448,20.6608,60.2672,61.4932
Asotin,56.73666667,79.48,17.56166667,62.49,57.08833333
Assumption,74.26666667,83.76666667,42.02333333,51.185,69.38333333
Atascosa,75.53125,64.34875,77.98625,70.79125,80.8075
Atchison,45.88,68.90166667,16.43833333,59.415,47.45166667
Athens,66.556,43.70466667,19.128,69.14533333,54.302
Atkinson,88.80333333,82.16666667,76.18333333,68.84,88.56
Atlantic,55.86304348,57.35898551,60.51362319,48.68913043,56.21753623
Atoka,73.4475,77,34.98,65.3425,71.745
Attala,80.005,90.66166667,39.19333333,60.31166667,77.48166667
Audrain,67.05571429,69.84142857,19.43714286,52.12571429,55.87142857
Audubon,36.17,59.33666667,7.593333333,27.57666667,25.32
Auglaize,33.28272727,54.59,9.470909091,40.62,30.18727273
Augusta,42.58076923,43.35076923,16.99692308,46.53,34.44307692
Aurora,30.59,84.52,44.01,59.85,52.63
Austin,50.21666667,62.11166667,67.22,67.85166667,64.77166667
Autauga,52.51916667,67.29666667,35.23,47.1325,51.0525
Avery,58.44,54.14,26.17,69.836,57.254
Avoyelles,77.24444444,81.69888889,33.52222222,72.41666667,75.45111111
Baca,55.785,80.825,46.32,73.315,68.75
Bacon,75.13333333,87.76333333,47.95666667,66.19666667,76.04666667
Bailey,61.78,82.37,87.95,87.54,86
Baker,63.81666667,73.28333333,27.99333333,63.3175,62.33916667
Baldwin,51.44225,54.32225,30.64725,56.6865,49.0035
Ballard,63.32,81.09333333,6.41,63.08333333,57.32666667
Baltimore,36.10985782,43.41436019,50.93180095,34.84222749,36.79113744
Baltimore City,66.82116162,57.37555556,59.16356784,52.06030303,62.77267677
Bamberg,76.5325,82.78,37.1425,78.275,78.505
Bandera,50.92,71.846,38.95,44.49,52.4
Banks,71.04,68.1325,37.675,38.825,59.41
Banner,15.15,60.61,21.54,6.84,10.98
Bannock,57.64681818,63.38227273,26.96590909,50.87181818,52.11227273
Baraga,66.6,67.84,26.015,84.925,70.91
Barber,39.135,83.855,25.13,68.015,54.36
Barbour,84.77538462,79.19538462,47.52230769,60.22923077,78.49461538
Barnes,31.1325,42.6625,5.5775,50.9025,28.685
Barnstable,23.64660714,38.44535714,23.01660714,30.23732143,21.67607143
Barnwell,80.012,84.474,53.716,78.988,83.16
Barren,73.508,75.235,13.954,53.662,61.012
Barron,42.48,66.457,14.254,61.457,45.665
Barrow,61.28722222,59.38944444,51.31055556,31.56277778,50.46888889
Barry,50.82388889,61.48,20.66555556,44.34666667,43.86833333
Bartholomew,44.966,55.24466667,37.39466667,50.88266667,46.364
Barton,53.24,79.05636364,29.81909091,53.52181818,55.26727273
Bartow,61.948,61.38933333,40.03,49.60733333,55.99933333
Bastrop,58.604,57.693,66.165,58.667,64.422
Bates,54.7525,83.8525,9.5,60.1575,54.9525
Bath,77.9475,74.01,11.675,59.3175,64.7975
Baxter,52.90555556,70.24555556,8.823333333,52.94222222,47.05222222
Bay,54.85304348,66.05710145,29.55811594,52.15333333,52.12826087
Bayfield,34.676,60.284,18.912,51.564,37.506
Baylor,43.86,79.75,12.89,36.95,39.98
Beadle,47.22833333,52.33333333,46.67166667,57.64166667,51.65833333
Bear Lake,42.45,73.705,12.81,47.54,40.935
Beaufort,41.88490196,47.84254902,41.38803922,44.40627451,41.98784314
Beauregard,71.44285714,84.01714286,28.66857143,54.96285714,65.44
Beaver,43.52232143,58.39375,20.27732143,45.35678571,40.255
Beaverhead,37.92666667,42.21,27.74,52.64,38.59666667
Becker,34.722,68.338,18.401,51.416,40.124
Beckham,57.5625,63.975,37.57,75.1175,64.395
Bedford,49.09027027,58.59297297,19.79675676,46.38243243,42.76486486
Bee,78.93857143,70.37,72.31571429,77.48428571,82.11714286
Belknap,30.93933333,53.182,9.388666667,44.45866667,29.2
Bell,64.50521127,68.26577465,56.37277778,52.76605634,63.50352113
Belmont,55.273,63.3035,8.1735,45.2275,43.2095
Beltrami,55.997,64.642,24.634,72.724,58.715
Ben Hill,75.306,70.038,39.404,52.512,66.028
Benewah,70.405,90.245,23.32,81.525,76.11
Bennett,84.635,83.27,55.93,59.88,80.955
Bennington,36.37166667,70.095,9.140833333,40.8675,34.2075
Benson,60.31,71.93,36.2325,48.35,55.4575
Bent,82.48,72.51,61.32,88.23,86.57
Benton,44.17111111,49.35081481,39.75637037,50.25681481,44.99118519
Benzie,44.308,60.236,10.942,48.194,38.516
Bergen,26.06206704,23.65212291,68.53391061,41.38301676,33.81698324
Berkeley,53.32741379,59.21241379,42.02896552,41.25913793,49.2512069
Berks,53.40944444,60.13322222,48.661,38.37444444,48.70277778
Berkshire,40.69769231,54.55974359,25.30487179,44.01717949,38.38615385
Bernalillo,51.80947712,53.55934641,65.43941176,45.98457516,53.82065359
Berrien,55.30148148,63.55777778,35.79796296,51.525,53.28462963
Bertie,87.71,77.32,45.275,69.25,81.09
Bethel,82.04,66.99333333,75.88,94.46,91.80666667
Bexar,57.64088398,57.85955923,78.74575758,48.83798898,61.66273481
Bibb,72.28875,70.79166667,49.14520833,56.8725,68.97458333
Bienville,71.082,86.454,40.188,64.726,73.268
Big Horn,72.11375,67.45875,47.5025,65.2925,71.0425
Big Stone,32.97,67.03666667,9.02,69.93666667,41.95
Billings,30.18,26.5,6.92,54.35,24.56
Bingham,56.69,77.38125,51.355,44.5625,58.98375
Black Hawk,50.21342105,53.30842105,38.41315789,47.54710526,45.85552632
Blackford,59.225,79.07,7.295,58.6725,54.565
Bladen,81.02333333,83.72333333,55.48666667,78.61333333,84.615
Blaine,50.10785714,68.22285714,40.25357143,58.64,56.06785714
Blair,52.65529412,68.40117647,10.78147059,57.82529412,48.45941176
Blanco,41.885,63.02,48.66,69.275,56.785
Bland,52.97,54.835,6.695,79.95,52.2
Bleckley,77.8,68.42,39.45666667,68.51666667,70.83333333
Bledsoe,80.42,53.71,32.85333333,68.38,69.73333333
Blount,53.03885714,55.42972973,23.90297297,41.65888889,44.63857143
Blue Earth,39.095,36.403125,25.28125,63.210625,39.3575
Boise,48.01,51.25,7.61,57.1,40.2
Bolivar,89.15875,90.545,47.37125,72.99875,85.99
Bollinger,70.74333333,75.75,8.973333333,59.45,59.42666667
Bon Homme,43.16,42.35,24.115,74.475,47.14
Bond,46.5025,46.505,13.4075,45.7625,37.4825
Bonner,50.17555556,63.97888889,11.91111111,51.99666667,44.02222222
Bonneville,42.63285714,65.83047619,37.21952381,50.09285714,47.19095238
Boone,42.16032967,50.12307692,27.1410989,48.16164835,39.70857143
Borden,14.07,92.46,9.04,12.25,18.34
Bosque,57.48,79.68857143,44.10428571,48.95714286,59.37142857
Bossier,59.25954545,59.63090909,41.99409091,53.25863636,55.83909091
Botetourt,33.99625,49.19,15.82375,35.89375,28.425
Bottineau,33.80333333,61.57666667,6.973333333,37.13333333,28.57
Boulder,28.07661765,24.62205882,39.65470588,41.00647059,26.11367647
Boundary,51.805,60.31,27.23,68.495,55.15
Bourbon,55.41636364,77.62818182,28.21,51.34454545,54.63090909
Bowie,62.93277778,69.02666667,44.685,63.06888889,64.72611111
Bowman,24.835,48.65,20.585,53.68,34.34
Box Butte,43.07333333,56.41,24.29,67.47333333,49.03666667
Box Elder,39.25181818,55.12818182,29.97909091,37.68090909,37.23363636
Boyd,67.25,80.77214286,9.565714286,60.82928571,60.30785714
Boyle,54.85428571,60.01428571,25.10428571,47.42571429,48.15
Bracken,65.78,54.64666667,10.1,60.05,52.48
Bradford,56.48555556,75.47166667,16.26944444,58.41111111,54.29666667
Bradley,70.57916667,70.805,43.31333333,60.11416667,67.33375
Branch,52.06833333,65.49333333,24.41666667,55.13666667,51.15916667
Brantley,76.65,74.73333333,15.14333333,46.96666667,59.92666667
Braxton,86.27,66.74333333,7.113333333,70.35333333,69.70333333
Brazoria,49.1434,46.2316,68.4554,57.4592,56.3636
Brazos,53.842,28.00292683,62.25268293,54.8435,48.5445
Breathitt,92.57428571,69.31142857,2.28,75.27428571,74.02428571
Breckinridge,71.45166667,74.695,15.485,57.33333333,60.42333333
Bremer,26.27125,42.97125,9.88,30.81875,19.35
Brevard,46.91072072,57.92117117,39.11441441,42.20576577,44.99369369
Brewster,57.52333333,72.94333333,68.21666667,74.68333333,74.14333333
Briscoe,64.73,61.02,72.24,33.23,61.05
Bristol,50.65867647,54.00448529,48.16904412,41.32830882,47.65220588
Bristol Bay,31.44,39.51,31.38,92.86,52.93
Bristol City,71.28,87.4325,19.0725,57.9075,64.5225
Broadwater,37.345,64.485,15.19,31.555,32.74
Bronx,81.08027027,69.00532934,91.27614925,82.59612613,87.6121988
Brooke,45.89666667,67.91166667,7.485,55.44333333,44.315
Brookings,34.75666667,21.70666667,29.59166667,53.1,29.52666667
Brooks,82.04428571,72.43428571,68.16428571,68.36571429,80.6
Broome,54.90672727,61.72527273,34.09145455,51.74327273,51.50236364
Broomfield,15.202,21.376,40.54533333,26.74733333,16.07333333
Broward,50.15527778,41.14388889,75.58275,52.52305556,55.43702778
Brown,42.0502,53.8038,34.47485149,51.2606,44.3705
Brule,46.095,78.12,12.25,77.7,56.15
Brunswick,49.40444444,58.6125,29.58324324,43.76305556,45.01555556
Bryan,63.84705882,75.19352941,43.19058824,51.35529412,62.36823529
Buchanan,58.11763158,70.87789474,22.81342105,53.18842105,53.81078947
Buckingham,77.875,73.32,35.7225,64.5075,71.78
Bucks,24.35464789,33.05394366,34.11161972,32.49070423,24.77161972
Buena Vista,49.94333333,57.74333333,57.49166667,62.67666667,59.27333333
Buena Vista City,64.32,49.97,10.33,62.01,51.23
Buffalo,38.81588235,45.61823529,30.06470588,56.97411765,41.48176471
Bullitt,47.78647059,61.15529412,11.27588235,31.31176471,33.05705882
Bulloch,74.51166667,57.4925,39.3625,65.35916667,67.565
Bullock,85.75,65.17666667,59.75,41.49666667,72.41666667
Buncombe,40.76875,41.42464286,34.82125,62.70803571,44.78535714
Bureau,46.768,71.171,24.224,42.3,43.796
Burke,73.068,70.2288,40.0232,61.7888,69.0308
Burleigh,22.45789474,42.85368421,18.66473684,60.07105263,33.42789474
Burleson,56.17,57.852,53.902,50.688,57.238
Burlington,32.31921053,39.72798246,48.735,26.94675439,30.17947368
Burnet,42.685,70.93,50.11625,51.8525,53.12375
Burnett,45.84166667,74.72,16.77166667,56.365,48.28833333
Burt,39.86333333,82.96666667,14.41666667,69.81666667,51.26666667
Butler,45.72544379,53.88071006,24.06183432,44.38,40.50970414
Butte,61.28981481,58.14851852,47.92907407,66.91055556,62.75351852
Butts,75.66333333,57.84666667,37.70666667,63.79,67.33
Cabarrus,49.81783784,50.30108108,52.04081081,51.58864865,50.68702703
Cabell,63.25310345,62.82862069,18.30862069,53.82137931,52.94344828
Cache,41.55230769,27.73653846,37.47846154,37.22923077,31.88730769
Caddo,67.85042254,71.3256338,46.27816901,53.14380282,64.89901408
Calaveras,48.214,66.368,29.775,42.218,45.744
Calcasieu,58.40738095,69.10095238,38.01309524,52.525,57.54428571
Caldwell,65.78424242,68.54181818,39.11787879,59.71909091,63.23484848
Caledonia,42.333,62.375,14.193,57.601,43.012
Calhoun,64.78484211,73.95442105,34.63621053,58.67505263,62.72557895
Callahan,52.04333333,70.52,25.63,48.63,49.82666667
Callaway,48.025,56.55375,14.735,48.43125,40.95
Calloway,62.9,49.00777778,18.68222222,61.23888889,49.72111111
Calumet,20.45363636,32.25272727,23.11818182,29.18454545,19.12636364
Calvert,24.50555556,40.82888889,30.21611111,23.36555556,20.77055556
Camas,42.8,78.55,20.02,13.54,30.39
Cambria,57.7502381,69.07238095,13.80571429,47.89452381,48.9152381
Camden,48.30846667,52.8492,51.40286667,42.99866667,47.54246667
Cameron,83.83113636,77.20454545,91.25363636,64.51636364,87.02090909
Camp,71.53,82.77333333,69.8,57.81333333,76.84666667
Campbell,51.37714286,52.94339286,17.35875,52.21160714,44.22946429
Canadian,38.67413793,53.75103448,41.21689655,33.48586207,36.85482759
Candler,83.55666667,87.17333333,54.03666667,87.72,89.56666667
Cannon,59.68333333,59.80333333,12.33,58.05,51.00333333
Canyon,68.79517241,72.15137931,57.02689655,55.28655172,68.14896552
Cape Girardeau,55.499375,46.080625,24.504375,59.365625,48.12125
Cape May,35.8396875,44.073125,24.826875,38.7,31.0809375
Carbon,48.77037037,62.10407407,25.45518519,55.23333333,48.32740741
Caribou,31.645,67.495,20.97,67.455,44.205
Carlisle,67.70666667,57.98666667,13.77333333,43.06666667,49.63333333
Carlton,39.74,57.25142857,15.09,69.46571429,46.58142857
Caroline,54.834375,67.03,37.97625,50.751875,54.41
Carroll,45.0005042,53.08731092,20.96512605,43.00991597,38.83478992
Carson,21.93,65.635,25.855,28.865,25.84
Carson City,52.00230769,78.10846154,56.51153846,65.33153846,65.73307692
Carter,70.69789474,76.10184211,17.64921053,57.40894737,62.14815789
Carteret,42.00361111,61.66361111,20.13583333,41.94972222,38.77805556
Carver,7.065789474,20.20052632,21.59684211,27.83105263,10.83473684
Cascade,44.82181818,63.49045455,19.77681818,63.74454545,48.99045455
Casey,87.226,73.512,15.072,53.588,68.326
Cass,42.68037037,54.79027778,24.85435185,48.43074074,41.0712963
Cassia,58.02,74.425,65.49,56.445,66.24833333
Castro,61.48333333,62.31666667,83.96333333,54.86333333,70.08666667
Caswell,70.81666667,59.62,43.14833333,62.31166667,65.74166667
Catahoula,70.38,67.95666667,28.58666667,64.72333333,63.45666667
Catawba,61.2483871,62.31870968,48.75580645,56.63483871,60.41354839
Catoosa,46.45818182,55.37454545,19.48454545,34.44090909,36.27636364
Catron,47.24,64.37,31.88,37.84,43.61
Cattaraugus,62.2655,69.2525,21.877,69.5835,61.1335
Cavalier,21.505,39.285,18.74,44.42,25.135
Cayuga,48.54473684,64.90157895,18.26947368,55.23473684,46.78210526
Cecil,41.77157895,47.15157895,24.59,53.66052632,40.70105263
Cedar,40.212,59.415,8.923,46.959,37.189
Centre,37.2416129,22.74870968,25.65870968,53.19483871,29.88064516
Cerro Gordo,32.43181818,61.09636364,18.92,52.38727273,38.01727273
Chaffee,35.096,52.79,23.612,58.966,40.18
Chambers,65.04857143,66.84857143,43.595,57.70714286,63.57642857
Champaign,45.02150943,38.98207547,40.76056604,64.95849057,45.74660377
Chariton,46.03666667,72.07666667,4.11,60.37333333,44.95333333
Charles,26.39666667,37.87533333,54.423,27.59633333,28.42266667
Charles City,53.49,46.73,43.98666667,34.19666667,44.82666667
Charles Mix,64.01,79.72333333,25.63,77.98666667,67.58
Charleston,41.64282353,31.48164706,40.38223529,46.89211765,38.55329412
Charlevoix,36.89846154,58.52,11.24538462,46.07769231,34.27692308
Charlotte,49.31170732,60.6597561,34.6702439,43.63365854,46.53195122
Charlottesville City,43.48166667,17.58166667,51.52666667,59.87416667,41.55166667
Charlton,86.755,43.31,42.23,52.325,63.085
Chase,44.015,69.41,35.6,68.285,55.58
Chatham,57.29012195,54.82878049,50.27987805,54.98695122,57.09792683
Chattahoochee,60.255,37.7625,44.222,54.7775,48.2375
Chattooga,81.88333333,68.015,21.01666667,65.19666667,69.13666667
Chautauqua,61.7475,65.35222222,31.73333333,61.46944444,58.51138889
Chaves,72.924375,82.61625,77.5525,61.015625,79.993125
Cheatham,53.02888889,55.00666667,12.29111111,41.49444444,38.94222222
Cheboygan,61.015,68.8825,14.01,38.94,46.18125
Chelan,47.715,63.44857143,61.32428571,73.85,64.42785714
Chemung,52.03333333,72.61380952,20.955,48.04285714,48.91428571
Chenango,57.15166667,79.36083333,18.14583333,68.35,60.2775
Cherokee,56.94192771,58.51289157,38.22024096,49.87831325,52.69710843
Cherry,33.83,51.93,30.755,62.155,42.54
Chesapeake City,36.85926829,44.23878049,45.4297561,29.12853659,33.74609756
Cheshire,33.285625,47.31,13.24875,51.85875,32.4
Chester,30.56253846,34.38115385,38.84930769,37.41697674,30.12186047
Chesterfield,40.90283951,48.96666667,51.86246914,33.37432099,39.6045679
Cheyenne,36.078,68.086,23.278,57.39,43.9
Chickasaw,52.355,72.22375,32.00625,57.58625,54.64
Chicot,82.5875,86.32,56.05,85.1125,89.4325
Childress,77.2,39.42,63.51,64.355,68.47
Chilton,71.51,75.16111111,32.40555556,47.33666667,62.09444444
Chippewa,48.23576923,62.56461538,28.49428571,53.87115385,47.81115385
Chisago,24.512,42.178,11.075,52.331,27.409
Chittenden,29.90852941,27.18411765,30.08058824,51.67529412,31.53235294
Choctaw,82.43666667,87.6425,33.63666667,67.4025,78.39
Chouteau,44.825,57.955,35.81,78.13,56.59
Chowan,76.7,85.37333333,28.41,59.23,71.31333333
Christian,54.30365854,66.34097561,23.5697619,51.31902439,50.12073171
Churchill,53.7,54.60428571,52.29714286,50.07285714,53.59714286
Cibola,85.59714286,88.87571429,69.81142857,77.36428571,89.62285714
Cimarron,46.555,86.07,54.735,33.585,52.915
Citrus,64.75407407,67.12333333,28.04333333,55.27703704,58.55444444
Clackamas,31.290625,42.702625,39.5955,52.07425,37.84225
Claiborne,84.04470588,68.52823529,28.55294118,64.35882353,71.49352941
Clallam,54.13714286,69.46428571,30.56047619,61.9452381,56.60095238
Clare,78.83818182,78.83909091,15.34363636,62.45272727,68.16363636
Clarendon,81.11363636,81.77727273,44.56166667,59.20454545,75.33
Clarion,59.992,58.365,13.071,63.128,51.905
Clark,53.99446686,51.99380403,61.67134006,44.52991354,52.80926513
Clarke,65.81836735,44.06428571,45.20755102,54.58183673,55.5055102
Clatsop,45.64727273,70.46545455,32.16363636,62.91181818,54.13272727
Clay,49.28857143,58.54985714,28.12414286,44.63814286,44.65185714
Clayton,71.11327273,58.79218182,75.19454545,51.796,69.00363636
Clear Creek,11.89,24.44,26.52333333,55.75,21.57333333
Clearfield,65.735,65.3755,14.595,56.46,54.964
Clearwater,65.592,75.464,17.372,71.854,65.048
Cleburne,62.99545455,73.39545455,8.766363636,37.65,46.42090909
Clermont,38.42641026,50.93897436,12.71717949,35.88923077,30.70358974
Cleveland,50.06290698,55.05604651,39.84302326,42.05197674,45.15837209
Clinch,91.735,91.535,54.89,75.39,90.625
Clinton,47.29612903,59.36468085,18.67797872,51.19086022,43.7455914
Cloud,43.145,79.8625,9.4225,49.4575,44.0475
Coahoma,87.61142857,82.44714286,46.68714286,58.87857143,79.93428571
Coal,71.055,95.69,32.545,60.285,73.05
Cobb,34.50016667,31.94875,60.89816667,29.96575,32.43225
Cochise,63.2140625,71.0465625,63.693125,55.4640625,66.3240625
Cochran,84.12,81.93,86.14,71.79,89.3
Cocke,82.46125,81.91625,9.48375,44.3425,61.89375
Coconino,53.30285714,42.625,55.08392857,67.21535714,56.00428571
Codington,36.21285714,61.70428571,13.15428571,55.93857143,39.75857143
Coffee,64.55676471,71.72228571,35.77857143,49.256,60.34323529
Coffey,39.13333333,73.72333333,9.313333333,54.18,42.39
Coke,57.78,83.525,53.3,63.86,68.8
Colbert,64.42214286,76.24214286,26.34428571,31.93142857,51.86285714
Cole,40.06466667,53.46266667,23.74066667,44.62666667,37.06066667
Coleman,54.9,62.14666667,47.89,49.59333333,55.34
Coles,57.20916667,58.01333333,13.76583333,59.87333333,49.05333333
Colfax,61.97333333,59.11166667,56.73833333,68.63166667,66.82333333
Colleton,74.71555556,64.67666667,41.81333333,47.11777778,63.63888889
Collier,34.62287671,41.44630137,54.6039726,47.73041096,41.94479452
Collin,21.23769737,21.87348684,64.10263158,27.86809211,23.99151316
Collingsworth,80.16,84.53,71.47,85.89,89.34
Colonial Heights City,57.71,82.272,51.54,22.268,49.918
Colorado,51.194,73.344,69.504,74.49,71.624
Colquitt,81.691,69.95,74.223,68.754,82.347
Columbia,46.77291667,56.34635417,30.1434375,51.1484375,45.7575
Columbiana,62.22291667,64.71583333,10.93,55.91041667,51.97625
Columbus,75.02692308,81.53,52.25538462,65.34461538,77.02923077
Colusa,64.992,67.03,85.75,72.624,79.45
Comal,30.3625,55.87958333,52.41833333,45.96916667,41.94833333
Comanche,57.65891892,68.41054054,51.39081081,53.14081081,59.79621622
Concho,56.13,8.13,87.18,74.53,60.57
Concordia,78.814,64.502,35.574,60.934,67.756
Conecuh,83.75,84.516,30.6,41.132,69.132
Conejos,82.78,93.035,71.3,82.595,90.575
Contra Costa,36.3363285,39.67241546,70.87951691,46.11937198,44.75193237
Converse,39.3775,56.0775,14.7025,50.33,38.0975
Conway,65.58833333,77.59166667,33.50333333,44.26166667,59.44
Cook,54.6994701,41.81542771,67.90993944,50.28208176,54.52467827
Cooke,54.23875,63.98,53.78625,65.64125,61.89375
Cooper,54.656,69.286,15.384,61.602,52.948
Coos,58.12583333,74.01208333,21.02416667,69.07833333,60.03791667
Coosa,66.83,59.79666667,30.65333333,51.78,55.34
Copiah,82.36,68.90333333,53.87333333,69.265,78.105
Corson,94.075,79.78,39.15,71.895,84.18
Cortland,51.2725,54.14916667,17.35666667,55.71833333,43.75333333
Coryell,61.05722222,60.07444444,50.98894737,36.94333333,52.02333333
Coshocton,64.615,63.977,14.102,59.041,55.226
Costilla,87.51,84.88,85.52,46.915,84.98
Cottle,88.1,99.82,58.98,38.83,86.66
Cotton,73.77,84.72,18.105,64.995,68.355
Cottonwood,45.975,76.645,35.235,66.8325,57.3675
Covington,75.44611111,81.89666667,23.77111111,51.94277778,65.32
Covington City,56.93,76.945,14.725,60.855,56.06
Coweta,39.096,42.538,37.7405,26.5885,30.7525
Cowley,53.81,77.78090909,35.96636364,58.37090909,58.72090909
Cowlitz,60.09291667,78.18333333,34.98,50.905,58.38958333
Craig,58.38666667,81.465,35.93166667,66.10833333,64.89166667
Craighead,59.93352941,76.98941176,36.01882353,67.37470588,64.92823529
Crane,44.39,36.85,86.36,82.28,67.52
Craven,55.87666667,68.69047619,46.56142857,53.57761905,57.4547619
Crawford,58.14119565,71.36293478,18.04413043,52.3723913,51.93673913
Creek,55.20714286,66.09285714,30.74952381,55.56952381,54.51
Crenshaw,66.34,77.78,34.67166667,46.51333333,61.59166667
Crisp,80.91666667,85.385,42.44,62.50333333,77.89666667
Crittenden,74.11666667,76.34916667,43.93458333,52.27208333,67.54875
Crockett,68.78,79.04666667,51.4,63.33333333,72.45166667
Crook,53.21666667,63.845,17.90833333,59.52833333,50.77833333
Crosby,80.77666667,97.17333333,72.94,66.67333333,89.20666667
Cross,65.86,79.22833333,23.51,48.5,58.65666667
Crow Wing,28.949375,58.33375,8.815625,49.23375,32.610625
Crowley,91.45,42.76,63.72,89.4,86.78
Culberson,89.99,96.78,86.96,92.95,98.48
Cullman,67.63111111,66.31666667,18.84888889,43.26333333,52.27277778
Culpeper,48.33,51.355,50.36375,53.12,51.14
Cumberland,47.78165217,53.75717391,41.19042194,50.01926087,47.88926087
Cuming,34.48666667,64.81,28.42666667,50.51333333,40.82666667
Currituck,45.34571429,55.41571429,17.5,29.18,32.59428571
Curry,63.57823529,69.32058824,54.42705882,54.85,63.68588235
Custer,39.97684211,62.78368421,29.29105263,60.55157895,48.32210526
Cuyahoga,58.70444695,59.82361174,50.09365688,40.56817156,53.53322799
Dade,68.345,59.52,15.16166667,76.955,62.56
Daggett,15.39,9.11,24.08,72.76,22.93
Dakota,22.85090909,37.74535354,42.86232323,40.82040404,30.24353535
Dale,68.67714286,70.86142857,34.25428571,42.455,58.61071429
Dallam,54.515,60.845,72.34,60.02,64.8
Dallas,56.17598579,44.08381206,76.2810461,48.07278369,57.6494849
Dane,24.87114286,27.87514286,37.75361905,45.37419048,27.23295238
Daniels,10.59,71.86,5.91,57.49,26.13
Danville City,75.64733333,83.098,49.26333333,60.18,74.894
Dare,33.57888889,44.79444444,31.23111111,44.91666667,34.75888889
Darke,45.30833333,62.06583333,6.211666667,33.99166667,32.94
Darlington,80.776875,81.135,46.255625,66.185625,78.1075
